,author_id,date_review_posted,review_title,reviews,verified_purchase,people_find_helpful,ratings,product_url,start,end,reviewer_name,product_category,product_id,subproduct_id
10,AE242MSBRWHV5UWHSG5FCBGBQOFA,"December 5, 2019",These socks are definitely worth buying!,"I am a young 62 and i love these socks!! They are so soft and comfy, i’m wearing them around the clock now!
Try these, you won’t be sorry.
OK, this is an update, i am now wearing the next size up, meaning the largest size of these socks and they are a much better fit.
Unless you have teensy feet, try the bigger size.",yes,0,5,https://www.amazon.ca/MD-Colorful-Moisture-Cushioned-4Coffe7-9/dp/B07GBS6M8F/ref=cm_cr_srp_d_product_top?ie=UTF8,18:22.5,18:31.8,lynnezee,Clothing & Accessories,B002G9UDYG,B07GBS6M8F
11,AE242MSBRWHV5UWHSG5FCBGBQOFA,"December 4, 2019",Great lamp in every respect,"A fabulous lamp, if you’re looking for this type of lamp, buy this.. .it’s very good in every way.",yes,0,5,https://www.amazon.ca/Upgraded-AUKEY-Temperature-Settings-Gooseneck/dp/B075NLD1GG/ref=cm_cr_srp_d_product_top?ie=UTF8,18:40.9,18:48.1,lynnezee,Clothing & Accessories,B002G9UDYG,B075NLD1GG
12,AE242MSBRWHV5UWHSG5FCBGBQOFA,"November 9, 2019",These brushes are a fantastic buy!!!!!,"These brushes are quite amazing. For this price, it’s almost hard to believe but they are proving to be better than the expensive ones. They keep their shape, they wash easily and well, they have just the right balance between soft and rigid. i really recommend them.",yes,0,5,https://www.amazon.ca/Synthetic-Brushes-Acrylic-Watercolor-Painting/dp/B0743GKDYM/ref=cm_cr_srp_d_product_top?ie=UTF8,18:58.2,19:06.5,lynnezee,Clothing & Accessories,B002G9UDYG,B0743GKDYM
13,AE242MSBRWHV5UWHSG5FCBGBQOFA,"November 8, 2019",Great Crossbody Bag for an unbeatable price!,"A fabulous crossbody bag!! Compartments are handy, zippers work smoothly.",yes,0,5,https://www.amazon.ca/Realer-Crossbody-Purses-Pocket-Lightweight/dp/B07J2CL1BC/ref=cm_cr_srp_d_product_top?ie=UTF8,19:14.6,19:23.9,lynnezee,Clothing & Accessories,B002G9UDYG,B07J2CL1BC
14,AE242MSBRWHV5UWHSG5FCBGBQOFA,"November 6, 2019",Much Better Dispenser than the expensive ones!!!!!,"I hope i’m allowed to say that this soap dispenser puts the Moen to shame. The Moen stopped working, was way more costly, not nearly what this one is.......extra long spout, so easy and gentle to push and use. i’m really enjoying having this product!",yes,0,5,https://www.amazon.ca/GICASA-Commercial-Dispenser-Brushed-Refillable/dp/B07RYSVJ6Z/ref=cm_cr_srp_d_product_top?ie=UTF8,19:34.0,19:42.3,lynnezee,Clothing & Accessories,B002G9UDYG,B07RYSVJ6Z
15,AE242MSBRWHV5UWHSG5FCBGBQOFA,"November 6, 2019",Love this facial scrub!!!!,"A little goes a long way, as i read in other reviews. A great product, does wonders and not at all overly harsh.",yes,0,5,https://www.amazon.ca/Live-Clean-Smoothing-Facial-Scrub/dp/B00E5VUVEU/ref=cm_cr_srp_d_product_top?ie=UTF8,19:51.4,19:57.7,lynnezee,Clothing & Accessories,B002G9UDYG,B00E5VUVEU
16,AE242MSBRWHV5UWHSG5FCBGBQOFA,"November 6, 2019",Suction Towel Ring holding strong!!!,"i ended up mounting this on a med cabinet mirror and even though the item came fully assembled, it seems to be holding strong. i had contacted the seller and they were fabulous with their support. Great towel ring!!!",yes,0,5,https://www.amazon.ca/JOMOLA-Suction-Washcloth-Bathroom-Stainless/dp/B07HK7JMQT/ref=cm_cr_srp_d_product_top?ie=UTF8,20:06.8,20:15.0,lynnezee,Clothing & Accessories,B002G9UDYG,B07HK7JMQT
17,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 30, 2019",No drilling necessary for these very sturdy shelves.,"Fabulous shelves, very sturdy, the adhesion is rock solid. i mounted them to a mirror, looks great.
Also, the sellers are the best, very helpful very quickly.",yes,0,5,https://www.amazon.ca/ODesign-Adhesive-Bathroom-Organizer-Stainless/dp/B07FB9B4CG/ref=cm_cr_srp_d_product_top?ie=UTF8,20:25.1,20:32.4,lynnezee,Clothing & Accessories,B002G9UDYG,B07FB9B4CG
18,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 29, 2019",GREAT HAIR CUTTING SCISSORS,These are perfect. Excellent for hair cutting (i cut my own). They are very sharp and operate beautifully.,yes,0,5,https://www.amazon.ca/Suvorna-Professional-Multicolor-Titanium-Scissors/dp/B00KUJFM7W/ref=cm_cr_srp_d_product_top?ie=UTF8,20:40.5,20:49.8,lynnezee,Clothing & Accessories,B002G9UDYG,B00KUJFM7W
19,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 29, 2019",FABULOUS BUY WITH THIS FITTED SHEET!!!,"I am very fussy and i can say with certainty that this sheet (i bought the fitted one) is fabulous. Washes very well, elastics hold the sheet well in place at corners, it’s soft yet feels very durable, very comfortable indeed!",yes,2,5,https://www.amazon.ca/California-Design-Den-Thread-Cotton/dp/B0758CQJQF/ref=cm_cr_srp_d_product_top?ie=UTF8,20:57.9,21:04.1,lynnezee,Clothing & Accessories,B002G9UDYG,B0758CQJQF
20,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 29, 2019",Authentic irobot battery......never have a problem with this!,"This irobot battery works great, just as it should. Glad i got the authentic irobot one, i don’t want to cause problems.",yes,0,5,https://www.amazon.ca/iRobot-4462425-Roomba-Lithium-Battery/dp/B019XBJHPU/ref=cm_cr_srp_d_product_top?ie=UTF8,21:12.2,21:21.6,lynnezee,Clothing & Accessories,B002G9UDYG,B019XBJHPU
21,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 29, 2019","Buy this bra, you won’t be sorry! (i’m 34-36 D and very fussy)","This wireless bra deserves a boost in the ratings! i am VERY hard to satisfy....and this bra seems to have done it for me!
fits well, supports well (i’m a 34-36 D), nothing poking or scratching the skin, stays put, can wear all day without dying to take it off, adjustable shoulder straps. i’ve already ordered 2 more.",yes,2,5,https://www.amazon.ca/Calvin-Klein-Womens-Perfectly-Wire-Free/dp/B01M0DD8FP/ref=cm_cr_srp_d_product_top?ie=UTF8,21:31.8,21:40.0,lynnezee,Clothing & Accessories,B002G9UDYG,B01M0DD8FP
22,AE242MSBRWHV5UWHSG5FCBGBQOFA,"July 25, 2019","this set of spatulas is perfect, good variety too!","Fine products, sturdy and will last a long time!",yes,0,5,https://www.amazon.ca/Silicone-Spatula-Set-Heat-Resistant-Reinforced/dp/B07DH8JFS9/ref=cm_cr_srp_d_product_top?ie=UTF8,21:50.1,21:56.4,lynnezee,Clothing & Accessories,B002G9UDYG,B07DH8JFS9
23,AE242MSBRWHV5UWHSG5FCBGBQOFA,"July 14, 2019","Great pot, does everything you need and washes up easily!","Love this pot, it boils up quickly because it lays absolutely flat on the stove, it’s a breeze to clean and good for soups, pasta, popcorn, etc!!!!",yes,0,5,https://www.amazon.ca/Cooks-Standard-02490-Nonstick-Casserole/dp/B01JOXW182/ref=cm_cr_srp_d_product_top?ie=UTF8,22:06.5,22:14.8,lynnezee,Clothing & Accessories,B002G9UDYG,B01JOXW182
24,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019","Great, very sturdy little stools!","Love these, now my husband can sit down to put on his shoes and our cats have a jumping post to their bed.",yes,0,5,https://www.amazon.ca/Homelegance-5302C-18-Saddleback-18-Inch-Barstool/dp/B003UWK4QK/ref=cm_cr_srp_d_product_top?ie=UTF8,22:21.9,22:31.2,lynnezee,Clothing & Accessories,B002G9UDYG,B003UWK4QK
25,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Very effective for some people.,"My husband likes this, i don’t. It just didn’t work for me.",yes,0,3,https://www.amazon.ca/Arm-Hammer-Anti-Perspirant-Deodorant-Invisible/dp/B001E76840/ref=cm_cr_srp_d_product_top?ie=UTF8,22:39.3,22:48.5,lynnezee,Clothing & Accessories,B002G9UDYG,B001E76840
26,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Great no tools toilet paper hanger,"Amazing little product, no drilling, just stick it up and it’s there to stay!",yes,0,5,https://www.amazon.ca/Inchant-Adhesive-Washable-Restickable-Reusable/dp/B076DLQ7QW/ref=cm_cr_srp_d_product_top?ie=UTF8,22:56.6,23:04.9,lynnezee,Clothing & Accessories,B002G9UDYG,B076DLQ7QW
27,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Much better than lining paper!,"Did all my kitchen cupboards with this and even my husband ordered it for his stuff! Easy to cut, works great under dishes, etc",yes,0,5,https://www.amazon.ca/Duck-1248511-Non-Adhesive-12-Inch-Sandstone/dp/B00C2LMO8G/ref=cm_cr_srp_d_product_top?ie=UTF8,23:15.0,23:23.3,lynnezee,Clothing & Accessories,B002G9UDYG,B00C2LMO8G
28,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Good nasal rinse,Easy to use and effective for nasal rinse.,yes,0,5,https://www.amazon.ca/Nasaline-Salt-12-Ounce-Pouch/dp/B0001C0FUW/ref=cm_cr_srp_d_product_top?ie=UTF8,23:31.4,23:39.7,lynnezee,Clothing & Accessories,B002G9UDYG,B0001C0FUW
29,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Great dummy door knob,"Was fastened to the door in seconds, works well, looks fine!",yes,0,5,https://www.amazon.ca/Kwikset-Polo-Half-Dummy-Satin-Nickel/dp/B000BD8JMW/ref=cm_cr_srp_d_product_top?ie=UTF8,23:49.8,23:57.1,lynnezee,Clothing & Accessories,B002G9UDYG,B000BD8JMW
30,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",works well.,Does what we need with 5 cats!,yes,One,5,https://www.amazon.ca/Evercare-Pet-Hair-Pic-Up-Roller/dp/B00028ZM80/ref=cm_cr_srp_d_product_top?ie=UTF8,24:04.2,24:12.4,lynnezee,Clothing & Accessories,B002G9UDYG,B00028ZM80
31,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019","Not at all worth it, was sent back",It was not worth the money and came without a proper way to hang (even though it says it does).,yes,0,1,https://www.amazon.ca/Decorative-Wooden-Hanging-Painted-Plaque/dp/B07H3QZP96/ref=cm_cr_srp_d_product_top?ie=UTF8,24:22.5,24:31.8,lynnezee,Clothing & Accessories,B002G9UDYG,B07H3QZP96
32,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Sweet paper for animal lovers!,Is very sweet paper for people who have a lot of real paws around! Kitty cats!!!!,yes,0,5,https://www.amazon.ca/Teacher-Created-Resources-Colorful-Computer/dp/B003EWLJ06/ref=cm_cr_srp_d_product_top?ie=UTF8,24:40.9,24:50.2,lynnezee,Clothing & Accessories,B002G9UDYG,B003EWLJ06
33,AE242MSBRWHV5UWHSG5FCBGBQOFA,"June 7, 2019",Works Exactly as Promised.....just be patient!,This is the equivalent to another name brand but this one is much better value!,yes,0,5,https://www.amazon.ca/Basic-Care-Polyethylene-Glycol-Powder/dp/B07H1QBTJK/ref=cm_cr_srp_d_product_top?ie=UTF8,25:00.3,25:08.6,lynnezee,Clothing & Accessories,B002G9UDYG,B07H1QBTJK
34,AE242MSBRWHV5UWHSG5FCBGBQOFA,"February 1, 2019",Very nice little stands!!,These little stands worked out perfectly!,yes,2,5,https://www.amazon.ca/Hotoco-Decorative-Holder-Picture-Display/dp/B07HL7LF1J/ref=cm_cr_srp_d_product_top?ie=UTF8,25:18.7,25:25.0,lynnezee,Clothing & Accessories,B002G9UDYG,B07HL7LF1J
35,AE242MSBRWHV5UWHSG5FCBGBQOFA,"February 1, 2019",The Best Pot out there!!!!!,"This Gothic pot is the only one to buy. Wonderful and so easy to clean, you never worry about anything with this one!!",yes,0,5,https://www.amazon.ca/Gotham-Steel-Patented-Strainer-Ti-Cerama/dp/B071L32Q8W/ref=cm_cr_srp_d_product_top?ie=UTF8,25:33.1,25:41.4,lynnezee,Clothing & Accessories,B002G9UDYG,B071L32Q8W
36,AE242MSBRWHV5UWHSG5FCBGBQOFA,"February 1, 2019",There are better pots out there.....,This thing burnt badly on the bottom inside and it needed to be thrown out.,yes,0,2,https://www.amazon.ca/Cooks-Standard-NC-00350-Stainless-Stockpot/dp/B00GMH42IQ/ref=cm_cr_srp_d_product_top?ie=UTF8,25:48.5,25:54.8,lynnezee,Clothing & Accessories,B002G9UDYG,B00GMH42IQ
37,AE242MSBRWHV5UWHSG5FCBGBQOFA,"January 5, 2019",Braun hand mixer not very good...,"I bought this way back in 2016 but have just used for first time and i am not impressed. Not that powerful, doesn’t do the job the way the old one did!",yes,0,2,https://www.amazon.ca/Braun-MQ505-Multiquick-Blender-Black/dp/B01EA5ZI2U/ref=cm_cr_srp_d_product_top?ie=UTF8,26:04.9,26:14.2,lynnezee,Clothing & Accessories,B002G9UDYG,B01EA5ZI2U
38,AE242MSBRWHV5UWHSG5FCBGBQOFA,"January 4, 2019",Gorgeous upholstery but missing some wood “plugs”,"We may want to keep this chair but there were only 2 little “plugs” with the order, that are for filling the gaps after screwing the pieces together. i’m hoping the manufacturer sees this and can respond so that i can get the right number of these plugs. Otherwise, the chair will probably get returned. It’s quite lovely, esp the upholstery.",yes,0,4,https://www.amazon.ca/Design-Toscano-HA6777-Chateau-Armchair/dp/B01J23QQNU/ref=cm_cr_srp_d_product_top?ie=UTF8,26:21.3,26:27.6,lynnezee,Clothing & Accessories,B002G9UDYG,B01J23QQNU
39,AE242MSBRWHV5UWHSG5FCBGBQOFA,"November 22, 2018",Best photo album out there!!!!!!,"i swear i have no idea of where these expanding pins are, to add pages to this album. That is why the 3 stars. Well, i finally found them and changed to 5 stars! This album is absolutely fabulous, tons of space, heavier plastic, good adhesion. i gave back the previous one, not that much cheaper but not nearly like this one!!",yes,2,5,https://www.amazon.ca/Pioneer-Albums-JMV-207HUNTERGREEN-Magnetic-X-Pando/dp/B00004ZC8O/ref=cm_cr_srp_d_product_top?ie=UTF8,26:35.6,26:45.0,lynnezee,Clothing & Accessories,B002G9UDYG,B00004ZC8O
40,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",Lab Coat comes very big.....order size or two down.,Order this a size or two down. They are massive! But very good quality.,yes,0,4,https://www.amazon.ca/Mobb-Full-Length-Unisex-Coat/dp/B01N6K80VJ/ref=cm_cr_srp_d_product_top?ie=UTF8,26:55.1,27:04.4,lynnezee,Clothing & Accessories,B002G9UDYG,B01N6K80VJ
41,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",These no-heat bulbs are great!!!!!,Wonderful daylight glow!! No heat!!!!!,yes,0,5,https://www.amazon.ca/Sylvania-Equivalent-Light-Daylight-5000K/dp/B019KKFG2M/ref=cm_cr_srp_d_product_top?ie=UTF8,27:14.5,27:23.8,lynnezee,Clothing & Accessories,B002G9UDYG,B019KKFG2M
42,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018","Go get a reputable brand, these wear out and cause issues.","Wore out too fast and eventually left a tiny piece of metal right inside ipad slot!!!! GO RIGHT TO APPLE, PAY MORE AND SEE THE DIFFERENCE IN QUALITY AND USAGE.",yes,2,1,https://www.amazon.ca/Anker-PowerLine-Lightning-Probably-Certified/dp/B01N75EALQ/ref=cm_cr_srp_d_product_top?ie=UTF8,27:30.8,27:39.1,lynnezee,Clothing & Accessories,B002G9UDYG,B01N75EALQ
43,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",Great product!!! The BEST scratching post......nice and big and tall!!!,So glad they carry this !!!! It is that much taller so that bigger cats love it. Lasts a long time!!,yes,0,5,https://www.amazon.ca/Pioneer-Pets-Smart-Ultimate-Scratching/dp/B000634MH8/ref=cm_cr_srp_d_product_top?ie=UTF8,27:49.2,27:57.5,lynnezee,Clothing & Accessories,B002G9UDYG,B000634MH8
44,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018","GREAT GORILLA EPOXY, very strong and fast results.","The only glue i will buy now. Dries fast, easy to use, great results with everything i have glued!",yes,0,5,https://www.amazon.ca/Gorilla-4200602-Epoxy/dp/B00K2N4WO0/ref=cm_cr_srp_d_product_top?ie=UTF8,28:06.6,28:12.9,lynnezee,Clothing & Accessories,B002G9UDYG,B00K2N4WO0
45,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",GREAT little invention! Easy to use and Cats Love It!!!!,"My hubby LOVES using these on our cats. THEY love it too....and it removes a lot of hair, otherwise reserved for the floor, etc.",no,0,5,https://www.amazon.ca/Allstar-Innovations-Deshedding-Premium-Authentic/dp/B01D1ZULK4/ref=cm_cr_srp_d_product_top?ie=UTF8,28:21.0,28:27.3,lynnezee,Clothing & Accessories,B002G9UDYG,B01D1ZULK4
46,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",AMAZING RESULTS with this Steam Mop!!!!,Wonderful easy to use steam mop! Makes my floors amazing...and i can do it myself!,yes,0,5,https://www.amazon.ca/Shark-Genius-Pocket-System-S5003D/dp/B01KU4BSGK/ref=cm_cr_srp_d_product_top?ie=UTF8,28:35.4,28:42.6,lynnezee,Clothing & Accessories,B002G9UDYG,B01KU4BSGK
47,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",WONDERFUL QUALITY AND COZY COZY!!!,"My second of these. Perfect colour, wonderful cozy cotton cable knit. i keep it out for chilly nights!",yes,0,5,https://www.amazon.ca/Arus-Turkish-Cotton-Cable-Blanket/dp/B017XILDQQ/ref=cm_cr_srp_d_product_top?ie=UTF8,28:50.7,29:00.0,lynnezee,Clothing & Accessories,B002G9UDYG,B017XILDQQ
48,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018","USELESS, THIS FURNITURE STUFF STAYS WET PERMANENTLY",THIS DOES NOT DRY...EVER. Useless due to that and not the best coverage. But the fact that it stays wet is ridiculous.,yes,0,1,https://www.amazon.ca/Trade-Secret-Furniture-Restoration-System/dp/B0046O31G6/ref=cm_cr_srp_d_product_top?ie=UTF8,29:07.1,29:15.5,lynnezee,Clothing & Accessories,B002G9UDYG,B0046O31G6
49,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",Love these Almaty,"Exactly as desired, work well to the point of being able to wear as makeup!",no,0,5,https://www.amazon.ca/Almay-Complexion-Concealer-0-18-Ounce-Packages/dp/B001ET71IA/ref=cm_cr_srp_d_product_top?ie=UTF8,29:24.6,29:33.8,lynnezee,Clothing & Accessories,B002G9UDYG,B001ET71IA
50,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",USELESS MARKERS,"These markers are useless. Once you apply them, they never dry, nor do they really cover much at all.",yes,0,1,https://www.amazon.ca/Good-Living-Furniture-Touch-Up-Markers/dp/B01L0M27ZC/ref=cm_cr_srp_d_product_top?ie=UTF8,29:43.9,29:53.2,lynnezee,Clothing & Accessories,B002G9UDYG,B01L0M27ZC
51,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018",DEFECTIVE PANASONIC PHONES......READ MY REVIEW...THEY ARE GARBAGE!!!!!!!!,PROBLEMATIC right from the beginning. Horrible loud clicking sound when speaking. Then they began DISCONNECTING in the middle of calls!!!!!! The SELLER WAS NOT COOPERATIVE in paying for shipping back to them and would not issue a refund unless sending them back!!!! YOU’VE BEEN WARNED!!!!!!,yes,12,1,https://www.amazon.ca/Panasonic-KXTGF352M-Dect_6-0-3-Handset-Telephone/dp/B072HNN9LH/ref=cm_cr_srp_d_product_top?ie=UTF8,30:03.3,30:09.5,lynnezee,Clothing & Accessories,B002G9UDYG,B072HNN9LH
52,AE242MSBRWHV5UWHSG5FCBGBQOFA,"October 12, 2018","GREAT LITTLE LAMP, GREAT PRICE TOO!",Love this little lamp!! i got the led 60 watt and the daylight it produces is quite lovely. i have it for my laundry room shelf since the ceiling light is a pain to deal with.,yes,0,5,https://www.amazon.ca/HAITRAL-Bedside-Desk-Lamp-Minimalist/dp/B076KLFYNZ/ref=cm_cr_srp_d_product_top?ie=UTF8,30:19.6,30:25.9,lynnezee,Clothing & Accessories,B002G9UDYG,B076KLFYNZ
53,AE242MSBRWHV5UWHSG5FCBGBQOFA,"January 13, 2018",Sateen Polar Fleece Blanket,Beautiful blanket.,yes,0,5,https://www.amazon.ca/Sateen-Polar-Fleece-Blanket-Queen/dp/B06WGMHTS7/ref=cm_cr_srp_d_product_top?ie=UTF8,30:33.0,30:40.3,lynnezee,Clothing & Accessories,B002G9UDYG,B06WGMHTS7
54,AE242MSBRWHV5UWHSG5FCBGBQOFA,"January 13, 2018",Saga throw blanket,"I bought this as a special treat for my cats.....they love it!!!! It is so soft and plush, really lovely.",yes,2,5,https://www.amazon.ca/dp/B075JQ89YG/ref=cm_cr_srp_d_product_top?ie=UTF8,30:48.4,30:55.7,lynnezee,Clothing & Accessories,B002G9UDYG,B075JQ89YG
55,AE242MSBRWHV5UWHSG5FCBGBQOFA,"January 13, 2018",Aglaia Desk Lamp,"This clip on lamp is FABULOUS. Very strong clip, very well made product, works perfectly. Exactly what i wanted for reading late at night.",yes,0,5,https://www.amazon.ca/Aglaia-Reading-Dimming-Control-Flexible/dp/B01M9B1K96/ref=cm_cr_srp_d_product_top?ie=UTF8,31:05.8,31:15.1,lynnezee,Clothing & Accessories,B002G9UDYG,B01M9B1K96
56,AE242MSBRWHV5UWHSG5FCBGBQOFA,"December 16, 2017",3 Tier Shoe Rack,"i had one from online that was trash next to this one. Don’t hesitate to buy this! Once it’s put together, it stays that way. I use it for our front coat closet, exactly the right size.",yes,0,5,https://www.amazon.ca/Seville-Classics-3-Tier-Utility-Pewter/dp/B002QB1DE8/ref=cm_cr_srp_d_product_top?ie=UTF8,31:25.2,31:34.5,lynnezee,Clothing & Accessories,B002G9UDYG,B002QB1DE8
57,AE242MSBRWHV5UWHSG5FCBGBQOFA,"December 16, 2017",6 outlet adapter,Fabulous. But then i wanted another and the price was way up.,yes,0,5,https://www.amazon.ca/GE-6-Outlet-Grounded-White-54947/dp/B00006IBFA/ref=cm_cr_srp_d_product_top?ie=UTF8,31:44.6,31:51.8,lynnezee,Clothing & Accessories,B002G9UDYG,B00006IBFA
58,AE242MSBRWHV5UWHSG5FCBGBQOFA,"December 16, 2017",Large telephone address book,Perfect. Just like the one i am replacing.,yes,0,5,https://www.amazon.ca/GLANCE-Designer-Telephone-Address-80403/dp/B0038MUIRM/ref=cm_cr_srp_d_product_top?ie=UTF8,31:58.9,32:07.3,lynnezee,Clothing & Accessories,B002G9UDYG,B0038MUIRM
59,AE242MSBRWHV5UWHSG5FCBGBQOFA,"December 16, 2017",Rose Water Toner,Really enjoy using this. Beautiful scent and seems quite effective!,yes,0,5,https://www.amazon.ca/Rose-Leven-Moroccan-Rosewater-Hydrosol/dp/B016LC861A/ref=cm_cr_srp_d_product_top?ie=UTF8,32:17.3,32:26.6,lynnezee,Clothing & Accessories,B002G9UDYG,B016LC861A
