,id,review,author,start,end,product_name
10,R3F7TCOG0AGIP4,"I only purchased this mouse because it had the best reviews and was the cheapest...I guess some things are too good to be true. I received the mouse just 2 days ago and the mouse already kept glitching at random times. I'd have to disconnect it and reconnect it every time, so that it would stop glitching for 1 minute. It's a horrible experience for me because I'm in-game while the mouse starts losing it's sensory. I lost a game or two because of this issue already. Thought this was going to be my perfect gaming mouse, but it's more like my way to losing-the-game mouse. Now I wished I didn't throw away my old mouse...I have to use this cheap mouse and I don't dare to game with it anymore!",Star,2020-09-15 05:01:17.992014,2020-09-15 05:01:18.049194,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
11,R2MSI9J7028N47,"I'm not a gamer, but I love scrolling through Instagram for food I cant eat. I can rip through page after page of pasta, bread, and hella sexy muffins. My ketogenic diet can't even spaz out because my scrolling is so extreme and quick with this light up bad boy/girl. And if my partner comes into a room suddenly while I'm watching a hot video of someone thrusting a thick loaf of sour dough into a waiting oven, zoom, this thing just scrolls away faster than my receding hairline. A must for foodies.",Amazon Customer,2020-09-15 05:01:18.054180,2020-09-15 05:01:18.299523,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
12,RZSQQ61XX3BFH,"I bought it as a present for my step son so havnthad any person experience with it myself but i will say that its very good quality for an amazing price and was delivered so fast!. I ask mystep son how it was and he says its"" awesome"" by how little we have seen him im gonna agree",Sasha,2020-09-15 05:01:18.357375,2020-09-15 05:01:18.962007,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
13,R1W2M29BZVCYIL,"The mouse is bigger than you would expect, which allows your palm to grip it well.
Other plus points:
- Smooth sliding on all surfaces (no mouse jitter)
- Good quality materials used (on par with $40 gaming mouses from first tier manufacturers)
- Very aesthetically pleasing
- Braided USB cable and reinforced port

Cons:
- USB is a bit short
- Lighting is not manually controllable - colours change at random but look awesome!",Anmol Shahid,2020-09-15 05:01:18.973012,2020-09-15 05:01:19.047325,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
14,R33RPRFP0IVPQ7,"No sure what I expected for $!0, but I've been super happy using it as a daily driver at work. The cable is long, braided and nicely constructed. The mouse is made for larger hands and has adjustable dpi settings (toggle button below mouse wheel). There are functioning front/back buttons on the side. The 'front' button is a bit awkward to reach, but it's not enough to complain about, just a consideration. Lighting is cool and the BEST part is that the mouse wheel has subtle detents when you scroll. It took me a while to find out how to describe the mouse wheel-bumpy-feel action.

Great buy.",Inkan,2020-09-15 05:01:19.052312,2020-09-15 05:01:19.139079,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
15,RHQWMQ575R98U,"In terms of material... it feels just like any other typical mouse... unless you get those high-end memory cushioned layer mouse and etc.
It feels very sturdy and works as intended. I was hoping it had a double click button as I game a lot and that button is super useful, however, it's not a fault in the product. Just a feature I hoped it had.
The LEDs are cool... my kids loves it, I don't care for it much but for the price, I would definitely buy this again if I ever need a new mouse

Update: Got this on Sept 4th, and now after a few months... the scrolling wheel is faulty. It shouldn't be ""wear and tear"" already this soon. When scrolling, it now flickers the scroll so when u try to scroll down, it goes down and immediately back up. Sometimes it even goes up twice with every scroll down on the wheel. At first, I thought maybe I had to unplug it and plug it back in due to a one time glitch or hardware malfunction but that didn't fix it at all. Now I can do everything except using the mouse scrolling wheel... which is quite important on a mouse. Such a shame because it's a great mouse aside from this current issue",Kevin,2020-09-15 05:01:19.148055,2020-09-15 05:01:19.668664,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
16,RZOJNJ4OBG9G8,"it's a decent mouse with flashing lights on it so it makes me look cool to all the ladies. And for the $10 i paid for it, i'm very happy that it even works. Now i just gotta figure out how to manage all the buttons on linux, as the drivers are all for windex, which i always thought was for cleaning windows, but there you go",SPooKYiNeSS,2020-09-15 05:01:19.673650,2020-09-15 05:01:19.817267,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
17,R2CT0RPIVHFLJM,"Great mouse at a great price. Can't beat $9.99 and a $2 off that price Cyber Monday sale. Shipped in two days using the Two Day Shipping method, arrived in 4 days after purchase. Simple setup, just plug and play. Fits my hand nicely, very comfortable. The colors are a nice aesthetic touch, they don't shine too brightly either as the mouse is by my bedside and it doesn't bother me at all. The colors can be turned off using Forward/Back button + DPI. Decent DPI settings, 800/1200/2400/3200 is max and 1200 is default. Forward/Back up, DPI switch. High sensitivity, good for gaming. Comes with a 6 foot USB cable attached. Overall great purchase. Worth every penny. Highly recommended purchase for the average budget gamer.",Brad H,2020-09-15 05:01:19.822254,2020-09-15 05:01:19.888077,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
18,R3DDNOVQ2LOC9X,"the mouse feels great on the hand and has basic dpi settings. However, the color is used the show what dpi the mouse is running on so you can never set your mouse to stay a color you like, without effecting the dpi. Also, I do not game very often anymore as I have school but this mouse is starting to break. The bottom base of the mouse starting to fall off and I have to always snap it back in place.",Anonymous Frank,2020-09-15 05:01:19.895059,2020-09-15 05:01:19.944801,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
19,R3259JNWMYSTNH,"This mouse has a great price point so I was a little nervous about how it would function. I was able to plug it in and my computer which recognized it immediately. I appreciate the nylon cord as they do not tangle as much I find. The lights on the mouse change colours, and while I wish I could set it at one colour, I have to remember the price. I found the mouse is too wide for my tiny hands. It would fit a typical hand width. This is a responsive mouse, and you can set the speed. It is exactly as pictured in the ad.",nworbdk,2020-09-15 05:01:19.948791,2020-09-15 05:01:20.028577,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
20,R2AXUDWBHLXUYV,For the price it's hard to beat. Long fabric cable. Good hand feel. DPI select. Baller neon lights. I wish the up down buttons were moved slightly back and up but they work nicely. I also would like a way to easily customize the lighting and buttons but hey it's so cheap and pretty good for the price,George Georgerson,2020-09-15 05:01:24.188995,2020-09-15 05:01:24.243849,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
21,R1EBOUZ48WZS99,"Warning that this mouse is really big for normal sized hands. The first time you grip it, it will feel soooo uncomfortable. But over a couple hours you get used to it and it becomes fine. The 800dpi feels a little too fast so maybe its not 800dpi so i lowered it on the windows slider menu for the mouse settings. I am an fps gamer for those who need assurance.",Marc Cabrera,2020-09-15 05:01:24.248837,2020-09-15 05:01:24.300078,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
22,RJU6LHK1TJKFB,"This product is great for casual gaming, I use this for my PS4, and the extra buttons provide more functionality. The build is great, especially the braided cord. It feels solid and has lasted well. Only things that concern me, are the programming. The manual is mostly not useful, so it is hard to find out how to change the DPI levels. In all, this product is great.",erwenb,2020-09-15 05:01:24.306091,2020-09-15 05:01:24.360543,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
23,RVK1EP4U0TMP9,"I bought this mouse to use with a laptop, and I didn't want wireless (my workplace has a lot of wireless interference).
It is cheap.
It is a full sized mouse for a regular male adult hand.
The comfort is good.
The buttons work well.
Can't turn off the colour changing, but as my hand is usually covering it; it isn't an issue.
Really needs to be used with a mouse pad as it has difficulties detecting movement on my desk (my Logitech g700s mouse works fine doing that).",Jason Platt,2020-09-15 05:01:24.365529,2020-09-15 05:01:24.415581,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
24,R25808OARAXVAH,"Great looking mouse 🖱. Love how the it doesn't stay in one color, keeps changing. Combine with a Rii led keyboard and i turn my boring laptop desk set up into a gamer looking setting.",OSCAR GUILLEN,2020-09-15 05:01:24.420571,2020-09-15 05:01:24.473554,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
25,R12XLZ52THBOLA,I bought this mouse to replace a mouse that I had been using for over 2 years. I was disappointed to find that after 2 weeks of use the scroll wheel broke and would randomly scroll. It would also scroll the wrong way if I attempted to use it. Also the mouse itself did not function well in games. The sensor would not pick up on certain movements and would just freeze. Not recommending if you're planning to play games.,Robro47,2020-09-15 05:01:24.478541,2020-09-15 05:01:24.548039,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
26,R33LOIJBNTNO70,"Had one of these for a while, it took a beatings, drops and still works perfectly today 😊, so I got one for my son. The price is awesome me, works and looks great. Most importantly, it does not feel like a cheap plastic mouse would, it has a coating that gives you a profesional feel and it is comfortable after hours of use. Looks cool too, overall it passes all the tests",Olivier Daigle,2020-09-15 05:01:24.552656,2020-09-15 05:01:24.607508,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
27,R297VHO5ORE51Y,"Okay there's a reason why I write reviews quite late. To give a genuine idea about the product after a fair amount of use. Now, I have used this mouse for over a month. The product is as described. I really love the lights and how it can change with a button click. The two extra buttons on the side is good while gaming. This is not a complete gaming mouse but it's definitely worth the price. I use Linux and the mouse works without any fuss on my Linux desktop. Thank you very much. Oh yeah BTW I am really a genuine Amazon customer.
Regards,
#0K",#0K,2020-09-15 05:01:24.613492,2020-09-15 05:01:24.671145,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
28,R3LWBHKK7XB8DJ,Use this as my back up and its amazing but the scroll wheel got a bit wonky after a couple moths of use but it still does its job but here a pro tip if you wanna use this for fortnite it does a pretty decent job ( Would like it to be a bit heavier tho) but I don't suggest the buttons on the mouse for any keybinds because they have a response time and sometimes don't even function properly but overall it's a good mouse for gaming.,SuperJukes,2020-09-15 05:01:24.677128,2020-09-15 05:01:24.737967,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
29,ROPWGQ8F50VYA,"Fine package, brief instructions. Changing colors, plug and play, wide (your hand embraces the mouse). Fine positioning for the thumb, the tip of the latter is located between the forward and the back buttons. Ajustable DPI convenient for gaming. Long cable.",Pyor,2020-09-15 05:01:24.742545,2020-09-15 05:01:24.792737,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
30,R2ELIBXE9IIEF3,"The scrolling wheel and clicking is responsive (though, the scrolling has a ""medium-ish: resistance - maybe a bit loose for me). The mouse is fairly light and glides relatively smoothly. The braid cord seems to be durable as well. It is a bigger mouse than what I am used to (compare it to a Logitceh M325 in the pictures) so the thumb buttons are a bit awkward/uncomfortable to press for my fairly small hands. The colours change and cannot be set to one specific colour, so keep that in mind.

Overall, I'm pretty happy with this purchase. This mouse may need some getting used to depending on where you're coming from.

UPDATE: After about 20+ hours of use, I'd say this mouse helped me with my wrist problems. After getting used to it, it's much more comfortable (I guess it's a good thing I switched from a tiny mouse).

Thanks for the great product!",Canterlo,2020-09-15 05:01:29.904112,2020-09-15 05:01:29.959914,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
31,R19XV8NLVDSAZA,"This mouse is a great mouse to buy. For the price that I bought it for (12.99 + tax) it is by far the best mouse in the market. With the 6-button layout, users can easily bind keys to the mouse to make a game or just about anything better. Also, thanks to the ergonomic grip style used for the mouse, holding the mouse feels awesome and you have ease of access to the extra buttons. The mouse feels great and performs great. I have had the mouse for about a month now and It still feels like a new mouse every time I use it.",Atif,2020-09-15 05:01:29.964733,2020-09-15 05:01:30.012882,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
32,R3TC7FRY047F3C,"I bought this to replace my Logitech g302, the button layout is nearly identical although this mouse is quite a bit larger. It feels and looks good, but the accuracy for gaming is not very good. It doesn't do small movements smoothly regardless of the DPI setting. The cord is quite rigid, can't really straighten it out.",Raymond,2020-09-15 05:01:30.018907,2020-09-15 05:01:30.082746,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
33,R3IMKHOSUZQH4S,"I purchased this mouse for work (I do mapping in addition to other stuff which requires some precision). The mouse is light weight, ergonomic, isn't overly loud when clicking, has pretty good dpi for the price range, cycles colours and looks cool. The build quality doesn't feel overly robust but other than the scroll wheel it stood the tests of daily rigorous use for awhile. After using the mouse daily (about eight hours a day) for about a year the scroll wheel failed. Scrolling the mouse wheel such as for viewing text results in the mouse having difficulty detecting if you are scrolling up or down, which is annoying to say the least. I'd say it is still a pretty solid bet for the price point. The dpi is sufficient enough that it can be used for gaming and professional work. Just realize that the scroll wheel may eventually fail and the mouse will require replacement. For what it is worth, this mouse has outlasted several much more expensive mice from Logitech over the same period.",Daryl Vander Veen,2020-09-15 05:01:30.087733,2020-09-15 05:01:30.138988,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
34,R1M02Z2FBW4Y00,This is real CPU (USB) mouse for 10$ but it is so beyond annoying if in a bedroom trying to sleep with a rainbow going 24/7 and if you have the matching key board god help you but if this wasn’t a plain black mouse it would be 5/5 great for the price awesome multiple settings and so many extra buttons vs old 2-3 clicker (CPU mouse for 90s lol) thanks again!,THC-ThatHighCandian,2020-09-15 05:01:30.144970,2020-09-15 05:01:30.194836,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
35,R18HDXB57U1HWS,"I have larger-than-average hands and use a ""fingertip"" grip. The feel in hand is good, better than some more expensive non-gaming mice. However, it's another story when it comes to clicking buttons. They are harder to press than the logitech mouse it replaced, causing some measure of pain in my arm when using it for long gaming sessions. I find that I try to relax my hand by using a ""palm grip"", but the mouse is not tall enough to provide enough support for my hand.

Pros:
-inexpensive, I just needed something to spam buttons
-adjustable DPI

Cons:
-does not register my inputs 3 out of 10 times (I physically press the left mouse button, but there is no response on the computer), perhaps a lemon?
-left and right buttons are a bit harder to press than my logitech mice, to the point where I can't game for long stretches without having some discomfort in my wrist and arm",cptbooya,2020-09-15 05:01:30.199823,2020-09-15 05:01:30.248230,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
36,R2RVR2O9XAZ06M,"I didn't really find it that comfortable fitting in my hand, but MUCH more worse is that it cannot hold down a click at all. I was trying to use it for playing a FPS game (Overwatch) but for half the cast you have to hold either left click or right click for one of their abilities and I will be focused mashing my finger in to the click to make sure it doesn't slip, and sure enough I stopped hacking someone with Sombra and completely gave away my position and am now fried. I don't think I'm very picky, and this mouse was unplayable with, I tried to hold on for about a week but get something better if you're doing anything where you have to hold your clicks. It looks cool, though, and it was cheap, so I'll give it two stars.",Will,2020-09-15 05:01:30.253217,2020-09-15 05:01:30.307062,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
37,R3P7PKOOCQQ36G,"I've had this mouse for almost a year. The light still lights up as usual. I really like it.

ALMOST A 4-YEAR UPDATE: From this you have to trust me. Overall the mouse is a good deal. For my 3rd year of having it my mouse has some issues with the scrolling and it tends to scroll the opposite. I have kept it ever since because I am pretty lazy to buy a new one",Anita,2020-09-15 05:01:30.315472,2020-09-15 05:01:30.367228,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
38,R5ID4HXJT8S1O,"The housing has a pointy bit that digs straight up into your hand. Between that and the very heavy trigger pulls on the left/right click buttons, it was painful to use for more than about 10 minutes. The mouse wheel did not work correctly on first plug-in, although it did eventually start working a day later.

That being said, the tracking on this mouse is unreasonably good for ten bucks, so is the quality of the cord.",Janice Wadsworth,2020-09-15 05:01:30.372671,2020-09-15 05:01:30.422805,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
39,RXLWZ7C6I2QJR,"Great mouse. Good size and comfortable to use. Love the colors and design.
Excellent customer service from seller. Responded promptly when had issues and sent a new mouse within a day! Would definitely recommend",Amazon Customer,2020-09-15 05:01:30.427792,2020-09-15 05:01:30.480786,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
40,R2ELIBXE9IIEF3,"The scrolling wheel and clicking is responsive (though, the scrolling has a ""medium-ish: resistance - maybe a bit loose for me). The mouse is fairly light and glides relatively smoothly. The braid cord seems to be durable as well. It is a bigger mouse than what I am used to (compare it to a Logitceh M325 in the pictures) so the thumb buttons are a bit awkward/uncomfortable to press for my fairly small hands. The colours change and cannot be set to one specific colour, so keep that in mind.

Overall, I'm pretty happy with this purchase. This mouse may need some getting used to depending on where you're coming from.

UPDATE: After about 20+ hours of use, I'd say this mouse helped me with my wrist problems. After getting used to it, it's much more comfortable (I guess it's a good thing I switched from a tiny mouse).

Thanks for the great product!",Canterlo,2020-09-15 05:01:34.614156,2020-09-15 05:01:34.672558,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
41,R19XV8NLVDSAZA,"This mouse is a great mouse to buy. For the price that I bought it for (12.99 + tax) it is by far the best mouse in the market. With the 6-button layout, users can easily bind keys to the mouse to make a game or just about anything better. Also, thanks to the ergonomic grip style used for the mouse, holding the mouse feels awesome and you have ease of access to the extra buttons. The mouse feels great and performs great. I have had the mouse for about a month now and It still feels like a new mouse every time I use it.",Atif,2020-09-15 05:01:34.676963,2020-09-15 05:01:34.726084,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
42,R3TC7FRY047F3C,"I bought this to replace my Logitech g302, the button layout is nearly identical although this mouse is quite a bit larger. It feels and looks good, but the accuracy for gaming is not very good. It doesn't do small movements smoothly regardless of the DPI setting. The cord is quite rigid, can't really straighten it out.",Raymond,2020-09-15 05:01:34.731069,2020-09-15 05:01:34.790143,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
43,R3IMKHOSUZQH4S,"I purchased this mouse for work (I do mapping in addition to other stuff which requires some precision). The mouse is light weight, ergonomic, isn't overly loud when clicking, has pretty good dpi for the price range, cycles colours and looks cool. The build quality doesn't feel overly robust but other than the scroll wheel it stood the tests of daily rigorous use for awhile. After using the mouse daily (about eight hours a day) for about a year the scroll wheel failed. Scrolling the mouse wheel such as for viewing text results in the mouse having difficulty detecting if you are scrolling up or down, which is annoying to say the least. I'd say it is still a pretty solid bet for the price point. The dpi is sufficient enough that it can be used for gaming and professional work. Just realize that the scroll wheel may eventually fail and the mouse will require replacement. For what it is worth, this mouse has outlasted several much more expensive mice from Logitech over the same period.",Daryl Vander Veen,2020-09-15 05:01:34.795337,2020-09-15 05:01:34.844580,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
44,R1M02Z2FBW4Y00,This is real CPU (USB) mouse for 10$ but it is so beyond annoying if in a bedroom trying to sleep with a rainbow going 24/7 and if you have the matching key board god help you but if this wasn’t a plain black mouse it would be 5/5 great for the price awesome multiple settings and so many extra buttons vs old 2-3 clicker (CPU mouse for 90s lol) thanks again!,THC-ThatHighCandian,2020-09-15 05:01:34.850563,2020-09-15 05:01:34.900091,"HAVIT HV-MS672 Ergonomic Wired Mouse, 2400 DPI, 7 Soothing LED Colors, 6 Buttons [ 2016 Model ]"
