,id,review,author,start,end,product_name
10,R3DO0IIJ71XISL,Product is less in quality then the first one purchased a year ago.,Dale Boyer ,2020-09-15 04:34:23.820408,2020-09-15 04:34:23.876768,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
11,R2YCMKQRS90FCA,Je suis très content de mon achat fonctionne très bien sur mon PS4. Je peu enfin jouer avec tous mes jeux s'en devoir en effacer. Tous mes jeux sont sur le disque dur 5To et quand je joue à mais jeu je vois aucune différence pas de ralentissement c'est pareil comme si il serait downloader sur le disque dur de la PS4. Juste un petit point qui mérite pas d'enlever une étoile... faut juste pas être pressé car ça prend quand même du temps à transférer. J'espère que ça vous aide.,Pierre-Luc Murphy,2020-09-15 04:34:23.881753,2020-09-15 04:34:23.930781,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
12,R3S828LTJQ7115,"So the first thing I noted on my device was that it had no power button. Because of this I knocked off 2 stars from portability. If you are looking for an off-line/cold backup disk it is kind of a pain to have to physically unplug the drive to shut it off.

For those of you interested in the speed of this drive I didn't run bench marks but instead decided to put it through real-world use case of backing up files.

I took an assortment of data ranging from pictures, documents audio files, isos etc and timed the transfer from a server running ZFS with 2 mirrored pairs (4 X 4TB NAS drives). This data was approximately 245GiB. It took 31M 54s to complete

Rough math breaks that down to approximately 7.7 GiB/minute or 127MiB/second

Next I took media files that were all over several hundred MiB. I transferred 8.5TB in 15.3 hours.

That is roughly 555GiB/hour or 9.25GiB/minute or 154MiB/second

I thought this was impressive that over 15 hours the drive did not suffer any speed slow down on the big files.

From the hardware, the case is ok, but it lacks any active cooling and the case itself feels like plastic. That means it does not do a fantastic job of dissipating the heat. As I do not plan on using this drive constantly, but rather as a drive that goes in a fireproof safe, this is acceptable.

NOTE: the command 'blockdev --getbsz /dev/sdd' which gets the physical block sizes of the drive reported 512 bytes. I'm shocked at this as I thought most modern drives had moved to at least 4096.

Overall this drive performs well for the price and will serve its purpose",Steve O,2020-09-15 04:34:23.935368,2020-09-15 04:34:23.985560,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
13,R18IBG059S3HPC,I've now tried the 2Tb Seagate and the 4Tb and have to return both. I've tried 1 usb hub and even a brand new usb hub. I even tried it on 2 different PCs. After about 200 files this drive keeps disconnecting and giving me errors (not my source). I've tried now 5 times to simply get 350 files copied onto it. Since these do not have real boxes these are clearly fakes. I will go to Best Buy to buy a real one.,M. Green,2020-09-15 04:34:23.991078,2020-09-15 04:34:24.040226,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
14,RI3QVPQYKVJAZ,"This seemed to be to good to be true: $130 for 4TB on a portable expernal drive!

Yes, it is. Performance great writing to this drive up to about 2TB. Beyond that, write performance goes down tremendously! My average write to external USB3.0 drives is usually 80 to 100 MBps. Once filled to about 2TB, it craps out to about 20 MBps! I re-initialed it and created two partitions of about 2.0TB each. Same performance on overall drive capacity reaching 2.0TB.

Perhaps my drive is defective, but it is truly an inferior product. Don't buy this!",MICHEL R COUTU,2020-09-15 04:34:24.045491,2020-09-15 04:34:24.094392,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
15,R3GX609AILJZSF,"I bought two of these NTFS drives and returned one because of low performance with write speeds. When I investigated the write speeds, I found and identical drive had much poorer performance than another and therefore returned the slow drive. See below:

Slow drive: Timing buffered disk reads: 10 MB in 3.81 seconds = 2.63 MB/sec
Fast drive: Timing buffered disk reads: 94 MB in 3.05 seconds = 30.83 MB/sec

It turns out, that after transferring files, the drive performs some sort of activity until it recovers. I don't know what the drive is doing but may be performing some kind of SMR activity (Shingled magnetic recording (SMR)), indexing or buffering.

The problem with this recovery period, is the drive becomes almost unusable while this process is occurring. The drive also causes your computer to stall while rebooting as the OS waits for the drive. I addition, the drive will take an uncomfortably long time to mount upon startup.

I have not experienced this behavior on any of my dozens of hard drives, but perhaps the technology is reaching some limit at 5TB.

In conclusion, if you find a drive has very poor write speeds, keep the drive instead of returning it to Amazon. This experience is bizarre to say the least and I would like to know more about how it occurs, but I am very pleased with the hard drive regardless because of it's large capacity and price.",j,2020-09-15 04:34:24.099378,2020-09-15 04:34:24.149439,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
16,RDYR52D2KT6O7,"the hard drive stopped working. connecting and disconnecting all the time, I had this problem with my previous Seagate, it was totally wrong idea to buy another one. I talked with Amazon Staff and left my contact info, but the supplied never contacted me. I even purchased the 3 year warrantee, so I am not sure what happened to my data",Sara,2020-09-15 04:34:24.154424,2020-09-15 04:34:24.204310,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
17,R1F1OE9RKSL3VI,"This external hard drives works pretty well. I initially had some issues with it maintaining its write speed but I guess they have magically disappeared over a few days. It has decent write speeds, hitting a peak of ~100MB/s. Please note that under sustained load, this thing gets hot. Almost burn your skin hot. Not sure how that will affect the lifespan of the drive, but usually heat + electronics are a bad combination. Hoping that this lasts well past it's warranty expiration; I know my data is more valuable to me than the money I paid for this drive. If you need something faster, look to invest in an external SSD instead. They provide much higher speeds, and usually are better with regards to longevity.",Henry G.,2020-09-15 04:34:24.209346,2020-09-15 04:34:24.266628,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
18,RLHPJROYH2WE0,"Price was amazing. Been using it for about a month now with no issues. Go ahead and buy one and see for yourself. Lots of storage space to store pictures and games as I am using strictly for my Xbox One.

If this review was helpful please hit the ""HELPFUL"" button below. Thx",Scorpio Snyper,2020-09-15 04:34:24.271163,2020-09-15 04:34:24.321029,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
19,R32DRX08RX7QKH,"Mon ancien disque de 5to commencais a donner des signe de fatigue. J'espere que celui la va duré plus longtemps. Et c'est un titre qui porte a confusion... Seagate Portable 1TB... bon pour le portable on repassera car il est quand meme volumineux et dois avoir une source de courant 110v, ensuite c'est vraiment un 8TB.",Focus Boudoir,2020-09-15 04:34:24.326016,2020-09-15 04:34:24.374823,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
20,R9IBN4G2U1OJ1,"I bought this to store my digital library, which includes selected movies, documentaries, audiobooks, and lots of PDF files. I noticed that it's not very fast when transferring files from my PC to this external storage. At first, I thought that it was the USB cord that I was using to connect but later read that the problem may actually lie within Windows 10 OS itself. Outside of this issue, I'm generally happy with the unit/brand. This is not the first time I invested on a Seagate drive.",Gerry D.,2020-09-15 04:34:27.489783,2020-09-15 04:34:27.578433,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
21,RES4QP88DKHFA,"My daughter has a netbook computer which doesn't have a very large hard drive built in, so I purchased this external hard drive for her. Seagate is a good name and it's absolutely perfect for her. I was impressed by how compact it is - my external hard drives are bigger and clunkier so I may end up buying one of these for myself. It's really good value for the money because you can switch it to any computer/laptop/netbook you have and it's great to have all your files available where you are.",TechLady,2020-09-15 04:34:27.583420,2020-09-15 04:34:27.631246,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
22,R2TGLN03SY6EK0,"I'm fairly competent with technology, but nowhere near a hardware wiz... however I'm pretty shocked that upon plugging this Harddrive in I need to do anything at all to convert it to be Mac friendly. Now, this isnt the end of the world and only should take a few minutes but I'm just shocked it wouldn't be standard to have it Mac friendly out of the box. At the end of the day I'm sure I'll figure it out and learn a few things in the process but I guess I should have read reviews more thoroughly? Or maybe all harddrives are like this and I'm just a bozo lol....",John James Mullen,2020-09-15 04:34:27.636229,2020-09-15 04:34:27.687073,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
23,R31H20PJFZZHHS,"enough room but makes some noise and 15MBPS or less transferring data from SSD to this one
not worth it at all looks like a 60 HDD not 3.0 even it says 3.0 we are getting ready to return this this week
this is true it is up to readers Be safe",007,2020-09-15 04:34:27.692059,2020-09-15 04:34:27.742260,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
24,RK1Z9I8LSQXYM,"Failed on the 3rd month. Getting warranty from the manufacturer is a nightmare. Ended up with an exchange for a repaired old one even though I paid for a new one. Terrible, do not buy from this SEAGATE company! Nothiomg to do with the fact that they are from China.",Dan,2020-09-15 04:34:27.746834,2020-09-15 04:34:27.797103,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
25,R3TGCBDXZ9226H,"I own many of these external drives mostly 4tb from seagate. As a video content creator, I need lors of storage space (4K video) and I've been happy with seagate products and this particular one is good with decent file transfer speeds BUT it make this awful hard drive sound reminiscent of the early 90's! It's extremely annoying! Tic Tic clunk tic tic....

Standong up, on it's side, upside down, as soon as you put it on the desk the sound is transmitted to it an amplified to a point that I turn it off. plus it in, drop files and shut it off as soon as it's done. Maybe the drive will last an eternity that way but sheeesh! Way too noisy!",Marc-André,2020-09-15 04:34:27.803087,2020-09-15 04:34:27.851956,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
26,R1KL4ZWRHQN2VB,"The usb 3 controller on this drive was constantly crashing on me. if I tried to more than one transfer, the drive would jam and not respond to anything. Cancellation of transfer stops being possible, unmounting stops being possible, disk stops being visible on disk manager, logging out or turning off system stops being possible because the shutdown unmounting of this disk crashes the shut-down process.",Fadi R.,2020-09-15 04:34:27.856942,2020-09-15 04:34:27.905850,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
27,R258L1IYWTI8W4,"My current WD external drive has reached it maximum capacity so I have to buy a new one with a much bigger storage capacity. So I bought a new 10 TB Seagate external hard drive to replace the old one. The Seagate external hard drive is similar in size to my previous WD external hard drive. However, it does not have detailed operating manual for me to set it up. It took me a long time to figure out that I have to go to the Seagate website to download the related operating system to my laptop. Also, the WD external hard drive operates very quietly but the Seagate external hard drive produces noticeable noises when it is operating.",Amazon Customer,2020-09-15 04:34:27.910917,2020-09-15 04:34:27.960817,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
28,R3LIHCQ0OIJC4I,This product arrived today and I was totally disappointed to find out that it does not even work. When I plugged it into my MacBook Pro it did not even recognize the drive was plugged in. Amazon is sending me another one and hopefully the next one works and if it does not I will be leaving another review recommending customer not to buy this product. I am very annoyed to go through the hassle of returning it and having to wait for another one.,Guest,2020-09-15 04:34:27.965816,2020-09-15 04:34:28.023984,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
29,R71IVWYACNTGJ,"I've been meaning to upgrade the capacity on my xbox one for a while. Only recently, I started looking around seriously.

I found this one and I decided that 2TB might be a bit big for extra Xbox storage, but I'd figured why not. Long story short, my 37 games library fitted in with 500gb+ remaining.

I'm very satisfied and I'd say load times have gone down enough for me to notice (both to start a game, and in-game). I'd like to clarify, all my games are on my external drive and none are on my xbox's. My xbox used to be at 90%+ capacity and it clogged up load times severely.",Alexandre Boisvert,2020-09-15 04:34:28.028970,2020-09-15 04:34:28.078310,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
30,R1HQOL2K8N54VW,For the last 10 years I've only bought Seagate drives (both internal and external) and have never been disappointed - this drive was no exception. I use it as an external backup drive for my PC and it works perfectly for that. I've also used these drives for media and file storage and they work great for that too. I definitely recommend this drive!,Chris P. Bacon,2020-09-15 04:34:32.190946,2020-09-15 04:34:32.267769,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
31,R2DQZXOT0UJ4KS,"These drives should be formatted Extended Journaled to be used on a Mac.
Their speed is only 5400 Rpm.
Reviews from a leader on disc cloning for Mac state:
5400RPM Rotational HDDs, aka ""Slim"", ""Portable"" or 2.5"" hard drive:
These disks are cheap and can be acquired by the palette at your local Costco. Unfortunately, APFS is not tuned to perform well on rotational disks, and that performance is just unacceptable on these ""slowest of the slow"" rotational disks. We do not recommend using these for macOS bootable backups.",The Gorf,2020-09-15 04:34:32.272756,2020-09-15 04:34:32.330260,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
32,RYAEUIDISGJBN,"I bought to replace my two old portable disks with 300G and 500G, no problem to drag and drop to copy except some limitation on filename length and lost some files. I removed icon file under root path and put back, but the tiny disk icon in File Explorer never come back., even autorun hidden file is there. Not an issue but a pity. Actual storage is 4.56TB but overstated on label to 5TB",Helen and Biao,2020-09-15 04:34:32.335234,2020-09-15 04:34:32.383570,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
33,RPFZYQ84BKM6V,"when i copy from my USB drive and my SSD on my compeut I transfer at rate up to 185 Mo/sec on windows 10 computer and it'S an old windows 7 that go to 8,8 after 8,1 and when 10 arrive it was still possible to upgrade for free from Microsoft, so the componenet of the computer are more than 5 years now and i found this speed transfer very very good",Amazon Customer,2020-09-15 04:34:32.388575,2020-09-15 04:34:32.437082,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
34,R1NNL4TPZW22JH,I bought this external hard drive for my PS4. I needed 2 TBS for my games and I looked up on amazon and found this product. it says 2 TBS all over the Amazon page and when I ordered the the hard drive it's packaging also said 2 TBS. When I plugged it in my PS4 and set it as extended storage it said that it only had 1.8 TBS. So I tried replugging it in and it said the same thing. I then looked it up and it said it's a trick software companies do to make it look like you're getting more storage for your money when you're actually not. Amazon and say gate are scamming you. I would not recommend this product to anyone especially when you're paying $100 for it. Amazon and say gate already have enough money they don't need to be scamming people out of their hard-earned cash. Very disappointed would not recommend to anyone I think this should be taken down and my money returned. Please no one by this product take it from someone who did and regrets it hugely.,Ethan McDowell,2020-09-15 04:34:32.442069,2020-09-15 04:34:32.492531,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
35,R243KDM6KXHJYG,"I bought this external hard drive to use as additional storage for games. It seems to work well for regular backup purposes, as it did not have any issues for using and transferring files. However, it disconnects and reconnects often during gaming, ruining the overall experience.

I suppose this drive does not support heavy load operations...

I do not recommend it for gaming purposes...",Doomdrou,2020-09-15 04:34:32.497520,2020-09-15 04:34:32.547456,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
36,R1QZITNZLR2HLQ,"Well I have already own the older one 1TB hard disk ad this one is 2 tb as I was going out of storage.

Pros: The size is awesome it’s even quite smaller than my 1tb and pocket friendly. Just to give you an idea this weighs lesser than my iphone .

Cons: not much only this it too approximately 8 hours to transfer 8 gb data , but than again it depends upon no of files so can’t complain.

Using with windows 10 and works like a charm. Out of the box storage is 1.81gb.",Anirban,2020-09-15 04:34:32.553492,2020-09-15 04:34:32.602691,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
37,RVKPVURMDZ24F,"I dropped it a few feet once, and it never worked gain. All my data is trapped in there now. It just beeps when i plug it in and the hard drive doesn't spin. Too fragile, i thought my data was safe, now it's just trapped inside. I need to hire a professional to get it out.",Joseph S,2020-09-15 04:34:32.607677,2020-09-15 04:34:32.656596,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
38,RJ4M1QK3FGG21,"The hard drive is ok but the cable in the box will not allow you to do anything. Every devices detect it as low external drive device due to the cord. I changed the cable and that was solved. I don’t find it normal though to be forced to buy other cable to be able to use that product.

Edit: After contacting amazon they gave me a gift card to buy a new cable. Everything is fine now.",EK,2020-09-15 04:34:32.661848,2020-09-15 04:34:32.711952,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
39,RQFG8BUWDP6BV,I bought this from Amazon.ca to back up my Mac computer. After about 3 most my desktop computer was telling me it had not been backed up for a week. Spend lots of time on the phone to finally get the thing working again & now two months later it has happened again. Very frustrating. I am not a techie by any stretch & bought this because I thought it was a simple way to back up my computer to an external hard drive. I am frustrated.,Donna Kagan,2020-09-15 04:34:32.716941,2020-09-15 04:34:32.773219,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
40,R10ITUN4SP8AOA,"I plan on getting a few more of these in the future. USB cable is very short and slow. I got better performance copying files to a FAT32 partition using TeraCopy Pro.

Also, the files required for Product Reg is on the drive, might be important to register it before you format it. You can get a copy of Seagate DiscWizard from the Seagate support page.",Endurance,2020-09-15 04:34:37.886395,2020-09-15 04:34:37.954710,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
41,R18LKKO2T8U90D,"It is not bad for the price. It has 128MB cache, and has been confirmed as SMR. SMR is a great technology to save production cost, but not user friendly. I give it one stars because it takes forever to get all specs and realize that it is SMR. I don't understand why Seagate is hiding all this from us. If SMR is indicated, I would never have bought one.",Guanlin G.,2020-09-15 04:34:37.961691,2020-09-15 04:34:38.010381,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
42,R30ADD26G5JM92,My drive started failing (inaccessible after any file transfer lasting more than a few minutes and fails on chkdsk) after 4 months of light use. Processing an RMA costs 35 USD.,Zirard,2020-09-15 04:34:38.015366,2020-09-15 04:34:38.074546,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
43,R2ZXMVV0FYMLFO,"The price is great for the storage capacity! It works amazing on my Mac with the USB 3.1 port. The write speeds are adequate enough for archiving. The HDD came formated with NTFS file format, but if you're switching between a Mac and a PC I would use exFAT. I would not recommend using this with AFPS format since it is unsuitable for a mechanical drive.",johnsphotos1,2020-09-15 04:34:38.079533,2020-09-15 04:34:38.129453,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
44,RUQDEZM009H2J,"I bought this hard drive and it broke one month after. It was beeping and my computer couldn’t see it when I plugged it in. The thing that disappoint me the most is that I did nothing wrong with the hard drive.

I called the company and they said they are going to try to restore the date. I am very disappointed because I copied everything on this and I don’t have access to it anymore!!!!! I hope they are gonna be able to restore my data... Be careful and keep a copy of your files somewhere else just in case.",Bianca Gagnon,2020-09-15 04:34:38.135396,2020-09-15 04:34:38.187260,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
45,RGQ2ZWZQSMB94,I have owned many different external drives over the years and thought I would try the higher capacity Seagate. I find the connection sometimes does not work and I need to unplug and plug the drive in again for it to be read. Also find the drive significantly slower than the other drives I own. After 3 month the drive continues to be unreliable and I will try to get it replaced.,Greg H.,2020-09-15 04:34:38.191839,2020-09-15 04:34:38.240494,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
46,R31BEQJEJE16AJ,"I had some issues with this HD. It would not mount or show up in Disk Management. I had to use the Command Prompt to completely wipe the drive and start over. Having done that it works great. Not sure if they are all like this. Not everyone would be able to do this, so if you are not technically inclined this drive might not be for you.",Amazon Customer,2020-09-15 04:34:38.245771,2020-09-15 04:34:38.295220,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
47,R3HU8B069V1FEF,"I bought 2 of these in addition to my other Seagate expansion hard drive and would highly recommend this as an alternative to online storage (i.e., Dropbox, Google, etc.). I bought 3 in case of any tech hiccups and I love that they're simple (plug-and-play, so to speak, though I did format them first). I work on macs but did have an issue hooking one up to a PC once I'd used it on my mac a few times... maybe something to research if you're constantly switching from mac to PC (but I've read that this and most seagate items are pre-formatted for either operating system). Great value and will definitely buy again!",Melissa Steginus,2020-09-15 04:34:38.300227,2020-09-15 04:34:38.349817,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400)
