,id,verified_purchase,review_title,review_text,date,author,ratings,people_find_helpful,author_profile,start_time,end_time,product_name,average_rating,total_reviews,product_category
10,AGTDMHBLNMSOETQ3JSZHDKF63VWQ,True,Awesome little guy,love this little guy. Lots of bang for the buck,"July 17, 2020",Sheldon Lambe,5.0,3,https://www.amazon.ca/gp/profile/amzn1.account.AGTDMHBLNMSOETQ3JSZHDKF63VWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:41.094391,2020-09-11 12:06:41.380183,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
11,AF7UECQRVOQZ3VAF3BX5TSN2UW4Q,True,Super,"Vraiment impressionnée par cet appareil. Le seul hic, il n'y pas de lumière qui avertit si on est en mode caps lock et num lock.

Super appareil. Rapide. Beau.","August 17, 2020",T.,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AF7UECQRVOQZ3VAF3BX5TSN2UW4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:41.387192,2020-09-11 12:06:41.561387,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
12,AFBPJV3CDVZAW36WZD2SJHSYXKUA,True,Good for school - Bad for games,"Cannot play any games, even old very basic ones. Ok for school, but nothing else.","September 6, 2020",MulticulturalFirstAid com,3.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFBPJV3CDVZAW36WZD2SJHSYXKUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:41.566229,2020-09-11 12:06:41.715259,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
13,AGE63FSZC6QHYTDEU7ECKCZBATLQ,True,"Great for the price,works well but poor camera quality",It has performed well so far after about a month of usage.the only dislike is the camera quality. Blacks out when using for a zoo cal.but i got a webcam from amazon to solve that.,"August 28, 2020",Ejehi ,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGE63FSZC6QHYTDEU7ECKCZBATLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:41.720245,2020-09-11 12:06:41.857971,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
14,AESYT55POUWWWEG4C7WXWZJDKOEQ,True,God bargain,It is a basic computer but it does whatever i need a computer for.,"September 6, 2020",Francis harvey,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AESYT55POUWWWEG4C7WXWZJDKOEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:41.863955,2020-09-11 12:06:42.007265,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
15,AFZB4DKIMOXC5FAKTOFW3EJBJZTA,True,Bon rapport qualité prix,Facile à configurer et processeur rapide,"August 14, 2020",Le grand ,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFZB4DKIMOXC5FAKTOFW3EJBJZTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:42.012988,2020-09-11 12:06:42.163962,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
16,AE5K2MFDZACNMMI7VTYU5BK557KQ,True,"Lots of good features, good quality, and all for low price.",Big screen is great for watching sport highlight videos.,"August 30, 2020",Amazon Customer,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AE5K2MFDZACNMMI7VTYU5BK557KQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:42.170260,2020-09-11 12:06:42.317964,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
17,AG3GPG2FKQ6QMYA6JDU4RKISWUUA,True,Met my expectations,Wish it was touch screen,"August 9, 2020",Bernie  Thompson,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AG3GPG2FKQ6QMYA6JDU4RKISWUUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:42.322987,2020-09-11 12:06:42.482033,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
18,AEXCUPDNAFZARWUG22S5PNJ6CURA,True,Great for household use,"It is very easy to use, fast, and I really enjoy Windows 10s","September 2, 2020",Mila,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEXCUPDNAFZARWUG22S5PNJ6CURA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:42.487020,2020-09-11 12:06:42.679279,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
19,AFMO7B5ZQY7ZCE5FSULN6GQ5FXAA,True,Happy With this product,Very happy with this product especially for the price.,"July 31, 2020",Lisa grosdanis,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFMO7B5ZQY7ZCE5FSULN6GQ5FXAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:42.684264,2020-09-11 12:06:42.833243,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
20,AGL65RGHV5WRTXJUOFUN4VZVKVUA,True,qualité prix,Livraison rapide & bonne qualité prix,"August 12, 2020",Luce,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGL65RGHV5WRTXJUOFUN4VZVKVUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:46.000881,2020-09-11 12:06:46.199949,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
21,AGZ4N46MIT22YASCUYLKWYE3M23A,True,"Just what I needed, for what I wanted it for",Great product for the price,"August 30, 2020",Amazon Customer,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGZ4N46MIT22YASCUYLKWYE3M23A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:46.204770,2020-09-11 12:06:46.398307,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
22,AFQIZHRM2SJAJNWZP44H2JHG7WWA,True,Great price,Perfect price for what I nee.,"August 6, 2020",Tracy Coburn-Carne,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFQIZHRM2SJAJNWZP44H2JHG7WWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:46.405590,2020-09-11 12:06:46.615968,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
23,AGSGOD4T47L7UBMFMMN6XLFBHYTQ,True,SOLID COMPUTER FOR THE PRICE,"Purchased for a student, no complaints.","August 22, 2020",Amazon Customer,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGSGOD4T47L7UBMFMMN6XLFBHYTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:46.620953,2020-09-11 12:06:46.807594,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
24,AESTEWUDI47ZQLEZZ5PSL5UMNOCA,True,easy-to-use,This very light weight and easy-to-use for kids,"August 5, 2020",Jas Randhawa,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AESTEWUDI47ZQLEZZ5PSL5UMNOCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:46.816690,2020-09-11 12:06:47.021462,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
25,AHI7MUVZEUVHNOWNAH74GQSQOHMQ,True,.,best small ordi for the money,"September 3, 2020",jean-paul gariepy,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHI7MUVZEUVHNOWNAH74GQSQOHMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:47.028995,2020-09-11 12:06:47.223592,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
26,AG6KP5AT2XUHSYBCCPZAMH2HQWJA,True,Excellent for the price,Extremely happy with This laptop.W,"August 8, 2020",Michael Tam,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AG6KP5AT2XUHSYBCCPZAMH2HQWJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:47.233882,2020-09-11 12:06:47.437144,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
27,AEUZ7UDG55AGLKUHI3XSFRILPEWA,True,It worked fine as far as I can tell.,It worked well.,"August 17, 2020",william mather,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEUZ7UDG55AGLKUHI3XSFRILPEWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:47.448246,2020-09-11 12:06:47.648500,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
28,AHX4NHMAMUN7RF42SHVIDM2KE6KA,True,Bad Touchpad, Le touchpad est defectueux. Alors le curseur a l'ecran dance partout a une vitesse folle. Souvent impossible de rentrer mon mot de passe a l'ouverture. Ou je click sur ma corbeille et c'est youtube qui ouvre.Dommage car pour le reste ca semblais un bon laptop. J'ai tenter meme d'aller regler le probleme dans le BIOS. Rien a faire.Le probleme semble mecanique.Je vais mettre un peu plus d'argent pour plus de qualiter.Je le retourne aujourd'hui ;/,"July 21, 2020",Darkusein,1.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AHX4NHMAMUN7RF42SHVIDM2KE6KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2020-09-11 12:06:47.654278,2020-09-11 12:06:47.884596,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3",4.5,,Electronics
