,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category,product_id
10,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"November 27, 2019",Reliable,It's DeWalt.....,yes,0,5.0,https://www.amazon.ca/DEWALT-DW2547Ir-4-Inch-2-Inch-Adaptor/dp/B000YQ341C/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:26:00.124720,2020-09-16 16:26:09.402158,Stan,Electronics,B087Z58PY5
11,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"November 27, 2019",Amazing,"Exceptional quality. Real leather.
No change shape and color.
Very happy.",yes,0,5.0,https://www.amazon.ca/SHIELDON-Genuine-Leather-Magnetic-Compatible/dp/B07BHHBWFH/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:26:17.491485,2020-09-16 16:26:25.759788,Stan,Electronics,B087Z58PY5
12,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"November 27, 2019",Good for a price,Nice,yes,0,4.0,https://www.amazon.ca/Floating-Quicksand-Shockproof-Protective-Silicone/dp/B07D9F8CGL/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:26:35.851484,2020-09-16 16:26:42.148869,Stan,Electronics,B087Z58PY5
13,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"November 27, 2019",Look very good.,Nice pare of shoes.,yes,0,4.0,https://www.amazon.ca/Bruno-Gordon-05-Brown-Leather-Oxfords/dp/B01N3T08U9/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:26:50.239887,2020-09-16 16:26:57.587468,Stan,Electronics,B087Z58PY5
14,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"October 31, 2019",3 stars,"Cracking when pressed, penetrates a large amount of dust.",yes,0,3.0,https://www.amazon.ca/Galaxy-Protector-Coverage-Tempered-Samsung/dp/B072LFLZ7Y/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:27:05.681040,2020-09-16 16:27:11.955862,Stan,Electronics,B087Z58PY5
15,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"October 10, 2019",Hard to break. One battery charge lasts for a month,Nice smartwatch.,yes,0,5.0,https://www.amazon.ca/Aresh-Compatible-Smartwatch-Replacement-Wristbands/dp/B07DPQMLTY/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:27:22.048859,2020-09-16 16:27:31.371662,Stan,Electronics,B087Z58PY5
16,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"October 10, 2019",Doesn't fit large size of cells with protection case.,"It's looks good. It's adequate price for materials and quality it's made.
The only one and big problem - you can't charge your cell with protection case due to the fact that the edges of the holders are bent inward. Only fits small size cellphones.",yes,0,3.0,https://www.amazon.ca/Dashboard-Universal-Compatible-QI-Enabled-Smartphone/dp/B07H7GCN84/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:27:38.465938,2020-09-16 16:27:46.721281,Stan,Electronics,B087Z58PY5
17,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"April 10, 2019",Not too bad for a price.,It's handy.,yes,0,4.0,https://www.amazon.ca/Compatible-Galaxy-Blocking-Resistant-Samsung/dp/B07B2PHBV1/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:27:54.814013,2020-09-16 16:28:01.090533,Stan,Electronics,B087Z58PY5
18,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"April 10, 2019",Nice jeans.,It's a little bit different color of the jeans on the pictures and what a got. Fitment is good. Good jeans overall.,yes,0,3.0,https://www.amazon.ca/Levis-Mens-Straight-Courier-34x30/dp/B01ECFQNR2/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:28:09.186718,2020-09-16 16:28:18.436375,Stan,Electronics,B087Z58PY5
19,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"April 10, 2019",It is impossible to click the icon on the phone is not sensitive to pressing,Very nice box...not to bad shipping time but the protection glass not sensitive at all. To push any of icons you have to apply 5LB of power.,yes,0,1.0,https://www.amazon.ca/YCFlying-Galaxy-S9-Protectors-Samsung/dp/B07P7KYDNZ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:28:26.531178,2020-09-16 16:28:32.783512,Stan,Electronics,B087Z58PY5
20,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"March 27, 2019",Looks reliable...do the job . Very far from real shiatsu massage,My wife is it as an alternative to massage,yes,0,4.0,https://www.amazon.ca/Nekteck-Massager-Kneading-Infrared-Function/dp/B06WGP2CVL/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:28:42.876727,2020-09-16 16:28:49.162667,Stan,Electronics,B087Z58PY5
21,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"March 21, 2019",Very bright.,Shipping was phenomenal...super fast ( only 4 days from China to Canada. The product 4 stars of 5 . Chip materials...a little bit shorter than it suppose to be. Very bright and muddy plastic. From outside look much better the from inside. Not to bad for a price.,yes,0,4.0,https://www.amazon.ca/ITrims-2012-2016-Plastic-Exterior-Deflectors/dp/B07GYBJ7S3/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:28:59.254467,2020-09-16 16:29:05.542712,Stan,Electronics,B087Z58PY5
22,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"March 20, 2019","Comfortable,long battery life.",Very nice smartwatch for my needs.,yes,0,5.0,https://www.amazon.ca/Amazfit-Smartwatch-Monitoring-Ultra-Long-A1608/dp/B07CRSK5DM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:29:12.636172,2020-09-16 16:29:18.957058,Stan,Electronics,B087Z58PY5
23,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"January 17, 2019",Good protection.,Screen protector from plastic after 6 months gets dark of scratches ... replaced for glass protector...case I'd good quality a little bit bulky.,yes,0,5.0,https://www.amazon.ca/Clayco-Full-body-Protector-Samsung-Release/dp/B06XHLXNCL/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:29:26.049120,2020-09-16 16:29:33.366998,Stan,Electronics,B087Z58PY5
24,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"January 17, 2019",Good. .,Recommend.,yes,0,5.0,https://www.amazon.ca/Yupoong-Flexfit-Snapback-Trucker-Bottle/dp/B01MSEUQD6/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:29:42.461641,2020-09-16 16:29:48.751830,Stan,Electronics,B087Z58PY5
25,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"January 17, 2019",Chipest air filter as original.,Looks and fits well...so far so good.,yes,One,5.0,https://www.amazon.ca/POTAUTO-MAP-1008W-Replacement-compatible/dp/B00VALBWDW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:29:57.845861,2020-09-16 16:30:07.088763,Stan,Electronics,B087Z58PY5
26,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"January 17, 2019",Good seller nice product.,Fits like original. Thin filter and good air intake. So far works very well.,yes,One,5.0,https://www.amazon.ca/DNA-motoring-AFPN-069-RD-Panel-Filter/dp/B06XH5P4Z1/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:30:16.181157,2020-09-16 16:30:25.418465,Stan,Electronics,B087Z58PY5
27,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"November 10, 2017",Five Stars,Excellent.,yes,0,5.0,https://www.amazon.ca/dp/B0728G1DMP/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:30:35.509620,2020-09-16 16:30:43.767139,Stan,Electronics,B087Z58PY5
28,AFAWCRQCNQNMMJLFOALEXPC6JNIA,"November 2, 2017",So far so good.,"Got it very quickly. Mats as described. Fits very well. Material rubber- plastic 50/50.
So far so good.",yes,0,5.0,https://www.amazon.ca/Husky-Liners-Front-Floor-Elantra/dp/B01LW0KAMM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-16 16:30:51.859674,2020-09-16 16:30:58.158658,Stan,Electronics,B087Z58PY5
